,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Close,High,Low,Open,Volume
0,0,0,0,0,0,2024-09-26,7.744999885559082,7.849999904632568,7.199999809265137,7.199999809265137,30087
1,1,1,1,1,1,2024-09-27,7.869999885559082,7.940000057220459,7.559999942779541,7.739999771118164,14076
2,2,2,2,2,2,2024-09-30,8.850000381469727,8.850000381469727,7.550000190734863,7.789999961853027,163409
3,3,3,3,3,3,2024-10-01,8.079999923706055,8.819999694824219,7.989999771118164,8.819999694824219,30023
4,4,4,4,4,4,2024-10-02,8.130000114440918,8.40999984741211,8.020000457763672,8.020000457763672,21164
5,5,5,5,5,5,2024-10-03,8.079999923706055,8.390000343322754,8.005000114440918,8.1899995803833,19032
6,6,6,6,6,6,2024-10-04,8.220000267028809,8.229999542236328,7.9375,8.210000038146973,23713
7,7,7,7,7,7,2024-10-07,7.760000228881836,8.167099952697754,7.760000228881836,8.15999984741211,22862
8,8,8,8,8,8,2024-10-08,7.829999923706055,7.980000019073486,7.340099811553955,7.900000095367432,27006
9,9,9,9,9,9,2024-10-09,8.069999694824219,8.1899995803833,7.809999942779541,7.829999923706055,15531
10,10,10,10,10,10,2024-10-10,8.15999984741211,8.239999771118164,8.0,8.069999694824219,8417
11,11,11,11,11,11,2024-10-11,8.15999984741211,8.3100004196167,8.079999923706055,8.079999923706055,8432
12,12,12,12,12,12,2024-10-14,8.069999694824219,8.164999961853027,7.961299896240234,8.15999984741211,8340
13,13,13,13,13,13,2024-10-15,8.130000114440918,8.300000190734863,8.050000190734863,8.050000190734863,8756
14,14,14,14,14,14,2024-10-16,8.100000381469727,8.100000381469727,7.820000171661377,8.069999694824219,23317
15,15,15,15,15,15,2024-10-17,8.109999656677246,8.170000076293945,7.849999904632568,8.100000381469727,22693
16,16,16,16,16,16,2024-10-18,8.470000267028809,8.470000267028809,8.074999809265137,8.199999809265137,27998
17,17,17,17,17,17,2024-10-21,8.359999656677246,8.40999984741211,8.34000015258789,8.399999618530273,2193854
18,18,18,18,18,18,2024-10-22,8.399999618530273,8.399999618530273,8.350000381469727,8.350000381469727,1443954
19,19,19,19,19,19,2024-10-23,8.399999618530273,8.399999618530273,8.350000381469727,8.380000114440918,906805
20,20,20,20,20,20,2024-10-24,8.399999618530273,8.399999618530273,8.359999656677246,8.380000114440918,863667
21,21,21,21,21,21,2024-10-25,8.369999885559082,8.399999618530273,8.369999885559082,8.399999618530273,122054
22,22,22,22,22,22,2024-10-28,8.380000114440918,8.399999618530273,8.369999885559082,8.399999618530273,235615
23,23,23,23,23,23,2024-10-29,8.369999885559082,8.390000343322754,8.359999656677246,8.390000343322754,222925
24,24,24,24,24,24,2024-10-30,8.380000114440918,8.380000114440918,8.350000381469727,8.369999885559082,412092
25,25,25,25,25,25,2024-10-31,8.369999885559082,8.380000114440918,8.34000015258789,8.369999885559082,257592
26,26,26,26,26,26,2024-11-01,8.369999885559082,8.380000114440918,8.359999656677246,8.359999656677246,208193
27,27,27,27,27,27,2024-11-04,8.369999885559082,8.380000114440918,8.359999656677246,8.380000114440918,297505
28,28,28,28,28,28,2024-11-05,8.359999656677246,8.380000114440918,8.359999656677246,8.380000114440918,196838
29,29,29,29,29,29,2024-11-06,8.369999885559082,8.399999618530273,8.369999885559082,8.390000343322754,316796
30,30,30,30,30,30,2024-11-07,8.369999885559082,8.380000114440918,8.359999656677246,8.380000114440918,244265
31,31,31,31,31,31,2024-11-08,8.369999885559082,8.380000114440918,8.359999656677246,8.380000114440918,60449
32,32,32,32,32,32,2024-11-11,8.380000114440918,8.380000114440918,8.359999656677246,8.369999885559082,59046
33,33,33,33,33,33,2024-11-12,8.369999885559082,8.369999885559082,8.359999656677246,8.359999656677246,102224
34,34,34,34,34,34,2024-11-13,8.369999885559082,8.380000114440918,8.354999542236328,8.369999885559082,164138
35,35,35,35,35,35,2024-11-14,8.369999885559082,8.380000114440918,8.350000381469727,8.359999656677246,149536
36,36,36,36,36,36,2024-11-15,8.369999885559082,8.380000114440918,8.359999656677246,8.369999885559082,121363
37,37,37,37,37,37,2024-11-18,8.380000114440918,8.385000228881836,8.359999656677246,8.359999656677246,1187300
38,38,38,38,38,38,2024-11-19,8.359999656677246,8.380000114440918,8.359999656677246,8.369999885559082,636647
39,39,39,39,39,39,2024-11-20,8.369999885559082,8.380000114440918,8.369999885559082,8.369999885559082,348177
40,40,40,40,40,40,2024-11-21,8.359999656677246,8.380000114440918,8.359999656677246,8.380000114440918,405714
41,41,41,41,41,41,2024-11-22,8.390000343322754,8.390000343322754,8.359999656677246,8.369999885559082,1563051
42,42,42,42,42,42,2024-11-25,8.369999885559082,8.390000343322754,8.369999885559082,8.390000343322754,519466
43,43,43,43,43,43,2024-11-26,8.390000343322754,8.390000343322754,8.369999885559082,8.380000114440918,431438
44,44,44,44,44,44,2024-11-27,8.380000114440918,8.399999618530273,8.380000114440918,8.399999618530273,484809
45,45,45,45,45,45,2024-11-29,8.4399995803833,8.460000038146973,8.380000114440918,8.390000343322754,266613
46,46,46,46,46,46,2024-12-02,8.430000305175781,8.479999542236328,8.420000076293945,8.420000076293945,222395
47,47,47,47,47,47,2024-12-03,8.460000038146973,8.460000038146973,8.449999809265137,8.460000038146973,140382
48,48,48,48,48,48,2024-12-04,8.470000267028809,8.510000228881836,8.460000038146973,8.460000038146973,304975
49,49,49,49,49,49,2024-12-05,8.449999809265137,8.489999771118164,8.449999809265137,8.460000038146973,110570
50,50,50,50,50,50,2024-12-06,8.460000038146973,8.460000038146973,8.4399995803833,8.449999809265137,191423
51,51,51,51,51,51,2024-12-09,8.460000038146973,8.470000267028809,8.449999809265137,8.449999809265137,130026
52,52,52,52,52,52,2024-12-10,8.479999542236328,8.5,8.449999809265137,8.449999809265137,315238
53,53,53,53,53,53,2024-12-11,8.449999809265137,8.5,8.449999809265137,8.5,152869
54,54,54,54,54,54,2024-12-12,8.489999771118164,8.489999771118164,8.460000038146973,8.460000038146973,133369
55,55,55,55,55,55,2024-12-13,8.479999542236328,8.5,8.470000267028809,8.479999542236328,82038
56,56,56,56,56,56,2024-12-16,8.460000038146973,8.479999542236328,8.460000038146973,8.479999542236328,72958
57,57,57,57,57,57,2024-12-17,8.460000038146973,8.479999542236328,8.460000038146973,8.460000038146973,133739
58,58,58,58,58,58,2024-12-18,8.449999809265137,8.479999542236328,8.449999809265137,8.470000267028809,140924
59,59,59,59,59,59,2024-12-19,8.449999809265137,8.479999542236328,8.449999809265137,8.479999542236328,159274
60,60,60,60,60,60,2024-12-20,8.470000267028809,8.470000267028809,8.449999809265137,8.460000038146973,124022
61,61,61,61,61,61,2024-12-23,8.460000038146973,8.479999542236328,8.449999809265137,8.479999542236328,233557
62,62,62,62,62,62,2024-12-24,8.460000038146973,8.460000038146973,8.449999809265137,8.460000038146973,41296
63,63,63,63,63,63,2024-12-26,8.460000038146973,8.470000267028809,8.444999694824219,8.449999809265137,98433
64,64,64,64,64,64,2024-12-27,8.449999809265137,8.470000267028809,8.449999809265137,8.470000267028809,50385
65,65,65,65,65,65,2024-12-30,8.449999809265137,8.460000038146973,8.430000305175781,8.449999809265137,84320
66,66,66,66,66,66,2024-12-31,8.460000038146973,8.479999542236328,8.449999809265137,8.460000038146973,112144
67,67,67,67,67,67,2025-01-02,8.4399995803833,8.470000267028809,8.4399995803833,8.449999809265137,263112
68,68,68,68,68,68,2025-01-03,8.4399995803833,8.460000038146973,8.430000305175781,8.449999809265137,251876
69,69,69,69,69,69,2025-01-06,8.4399995803833,8.449999809265137,8.430000305175781,8.4399995803833,137673
70,70,70,70,70,70,2025-01-07,8.4399995803833,8.449999809265137,8.430000305175781,8.430000305175781,156572
71,71,71,71,71,71,2025-01-08,8.420000076293945,8.4399995803833,8.399999618530273,8.4399995803833,199879
72,72,72,72,72,72,2025-01-10,8.430000305175781,8.449999809265137,8.425000190734863,8.430000305175781,135955
73,73,73,73,73,73,2025-01-13,8.430000305175781,8.4399995803833,8.40999984741211,8.420000076293945,224166
74,74,74,74,74,74,2025-01-14,8.430000305175781,8.449999809265137,8.420000076293945,8.4399995803833,229048
75,75,75,75,75,75,2025-01-15,8.4399995803833,8.449999809265137,8.430000305175781,8.4399995803833,290531
76,76,76,76,76,76,2025-01-16,8.4399995803833,8.449999809265137,8.430000305175781,8.4399995803833,147461
77,77,77,77,77,77,2025-01-17,8.449999809265137,8.449999809265137,8.4399995803833,8.4399995803833,137001
78,78,78,78,78,78,2025-01-21,8.4399995803833,8.449999809265137,8.4399995803833,8.449999809265137,66383
79,79,79,79,79,79,2025-01-22,8.4399995803833,8.454999923706055,8.4399995803833,8.449999809265137,50034
80,80,80,80,80,80,2025-01-23,8.460000038146973,8.470000267028809,8.449999809265137,8.449999809265137,116235
81,81,81,81,81,81,2025-01-24,8.470000267028809,8.479999542236328,8.451000213623047,8.470000267028809,280607
82,82,82,82,82,82,2025-01-27,8.479999542236328,8.479999542236328,8.460000038146973,8.460000038146973,130562
83,83,83,83,83,83,2025-01-28,8.489999771118164,8.510000228881836,8.470000267028809,8.470000267028809,1177949
84,84,84,84,84,84,2025-01-29,8.489999771118164,8.510000228881836,8.489999771118164,8.5,441160
85,85,85,85,85,85,2025-01-30,8.489999771118164,8.510000228881836,8.489999771118164,8.489999771118164,411473
86,86,86,86,86,86,2025-01-31,8.510000228881836,8.529999732971191,8.489999771118164,8.489999771118164,2158196
87,87,87,87,87,87,2025-02-03,8.510000228881836,8.510000228881836,8.510000228881836,8.510000228881836,0
88,88,88,88,88,88,2025-02-04,8.510000228881836,8.510000228881836,8.510000228881836,8.510000228881836,0
89,89,89,89,89,89,2025-02-05,8.510000228881836,8.510000228881836,8.510000228881836,8.510000228881836,0
